NPA,Housing_Density_2017,Housing_Units_2017,Housing_Density_2016,Housing_Units_2016,Housing_Density_2015,Housing_Units_2015,Housing_Density_2013,Housing_Units_2013,Housing_Density_2011,Housing_Units_2011,Single_Family_Housing_2017,Single_Family_Units_2017,Single_Family_Housing_2016,Single_Family_Units_2016,Single_Family_Housing_2015,Single_Family_Units_2015,Single_Family_Housing_2013,Single_Family_Units_2013,Single_Family_Housing_2011,Single_Family_Units_2011,Housing_Size_2017,Housing_Size_2016,Housing_Size_2015,Housing_Size_2013,Housing_Size_2011,Housing_Age_2017,Housing_Age_2016,Housing_Age_2015,Housing_Age_2013,Housing_Age_2011,Rental_Houses_2016,Rental_Houses_Units_2016,Rental_Houses_2015,Rental_Houses_Units_2015,Rental_Houses_2013,Rental_Houses_Units_2013,New_Residential_2017,New_Residential_Permit_Units_2017,New_Residential_2016,New_Residential_Permit_Units_2016,New_Residential_2015,New_Residential_Permit_Units_2015,New_Residential_2014,New_Residential_Permit_Units_2014,New_Residential_2013,New_Residential_Permit_Units_2013,New_Residential_2012,New_Residential_Permit_Units_2012,New_Residential_2011,New_Residential_Permit_Units_2011,Residential_Renovation_2017,Residential_Renovation_Permit_Units_2017,Residential_Renovation_2016,Residential_Renovation_Permit_Units_2016,Residential_Renovation_2015,Residential_Renovation_Permit_Units_2015,Residential_Renovation_2014,Residential_Renovation_Permit_Units_2014,Residential_Renovation_2013,Residential_Renovation_Permit_Units_2013,Residential_Renovation_2012,Residential_Renovation_Permit_Units_2012,Residential_Renovation_2011,Residential_Renovation_Permit_Units_2011,Foreclosures_2016,Foreclosed_Units_2016,Foreclosures_2015,Foreclosed_Units_2015,Foreclosures_2013,Foreclosed_Units_2013,Foreclosures_2011,Foreclosed_Units_2011,Home_Sales_Price_2015,Home_Sales_Price_2013,Housing_Violations_2016,Housing_Violations_Total_2016,Housing_Violations_2015,Housing_Violations_Total_2015,Housing_Violations_2013,Housing_Violations_Total_2013,Housing_Violations_2011,Housing_Violations_Total_2011,Subsidized_Housing_2013,Subsidized_Housing_Units_2013,Home_Ownership_2015,Home_Ownership_moe_2015,Residential_Occupancy_2014,Residential_Occupancy_moe_2014,Rental_Costs_2014,Rental_Costs_moe_2014
116,0.4,1322,0.3,1263,0.3,1236,0.3,1197,0.3,1120,52,687,49,624,49,601,47,567,44,495,2018,1884,1794,1703,1482,23,24,25,24,27,25,156,27,160,29,162,0.85,31,1.09,40,1.8,66,1.37,50,1.28,47,0.85,31,1.28,47,0.98,36,1.42,52,2.1,77,1.01,37,0.71,26,0.85,31,0.57,21,0.5,4,1.7,12,2.1,14,2.5,15,274936,300495,,,,,,,,,12,149,29,7,97,2,853,34
117,1.5,1475,1.5,1479,1.5,1453,1.4,1410,1.4,1354,80,1173,78,1158,78,1135,77,1092,77,1036,1992,1999,1990,1988,1997,13,12,11,10,8,24,274,24,270,22,242,10.2,101,3.43,34,2.02,20,3.74,37,4.95,49,2.73,27,1.92,19,0.81,8,0.4,4,0.91,9,0.4,4,0,0,0.5,5,0.3,3,1.3,15,3.4,38,3.2,35,2.9,30,118329,101197,0.41,6,0.62,9,0.07,1,0.22,3,0,0,49,8,96,2,1183,129
118,1.4,443,1.4,432,1.3,426,1.3,416,1.3,416,100,443,100,432,100,426,100,416,100,416,2696,2730,2662,2640,2605,30,30,30,28,27,11,48,10,42,10,40,0,0,0,0,3.44,11,2.5,8,3.13,10,0.31,1,0,0,4.07,13,5,16,4.69,15,2.81,9,2.81,9,3.44,11,4.07,13,0.2,1,0.9,4,0,0,0,0,369141,315407,0.23,1,0.23,1,0,0,0.48,2,0,0,98,3,89,5,,
119,0.5,467,0.5,467,0.5,467,0.5,468,0.5,469,100,467,100,467,100,467,100,468,100,469,1598,1590,1587,1586,1583,44,43,42,40,38,20,92,19,91,19,88,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.49,5,0.49,5,0.59,6,0.49,5,0.1,1,0.29,3,0.49,5,0.4,2,1.3,6,0.2,1,1.5,7,109133,98818,1.93,9,1.5,7,0.64,3,0.21,1,0,0,84,6,100,0,,
120,1.5,584,1.5,579,1.6,598,1.6,594,1.6,596,49,287,49,281,46,278,46,274,46,276,1157,1137,1137,1149,1148,44,44,44,44,43,57,159,53,148,59,163,1.05,4,0.78,3,1.57,6,0.78,3,1.04,4,0.52,2,1.31,5,1.57,6,2.09,8,2.09,8,1.05,4,0.26,1,1.05,4,0,0,0.4,1,1.6,4,2,5,2.4,6,78375,78083,3.97,23,4.68,28,4.04,24,2.01,12,53,312,18,6,91,8,708,224
121,1.8,825,1.8,824,1.8,826,1.8,825,1.8,826,72,596,72,594,72,597,72,596,72,597,1225,1226,1226,1219,1219,52,51,50,48,46,40,237,40,236,38,229,0,0,0,0,0,0,0.22,1,0.22,1,0,0,0,0,1.73,8,1.51,7,1.51,7,2.16,10,1.95,9,1.3,6,1.73,8,1,8,2.7,21,0.7,5,2.8,22,74135,58000,0.49,4,0.61,5,2.06,17,1.21,10,6,49,53,11,96,3,886,149
122,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
123,0.9,1088,0.9,1088,0.9,1088,0.9,1089,0.9,1089,74,808,74,808,74,808,74,809,74,809,1472,1472,1472,1468,1466,42,41,40,38,36,30,245,26,213,26,209,0.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0.58,7,1.24,15,0.91,11,0.74,9,0.41,5,0.49,6,0.82,10,0.8,6,1,8,1,8,1,8,63400,58056,1.47,16,1.29,14,0.73,8,0.83,9,9,99,49,9,100,0,739,36
124,1.3,885,1.3,888,1.3,890,1.3,890,1.3,890,63,557,63,560,63,562,63,562,63,562,1148,1147,1147,1147,1145,66,65,64,62,60,51,283,44,250,50,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,10,1.13,8,0.85,6,1.27,9,1.13,8,0.85,6,0.57,4,0.9,6,1.4,9,1.6,10,1.4,9,60667,70062,1.69,15,2.7,24,1.8,16,1.35,12,0,0,35,10,87,6,794,
125,1.2,1190,1.1,1073,1.1,1068,1,1047,1,1029,78,929,87,929,87,927,87,906,86,888,1463,1459,1455,1443,1437,27,26,25,24,22,28,261,27,250,27,247,1.18,12,1.67,17,0.1,1,1.27,13,1.27,13,0.88,9,1.08,11,0.39,4,0.39,4,0.78,8,0.59,6,0.39,4,0.69,7,0.78,8,1,10,2.2,21,2.2,21,2.1,19,101512,92431,0.37,4,0.28,3,0.57,6,0.29,3,0,0,53,11,90,5,953,123
126,2.4,343,2.1,290,1.8,251,1.3,189,0.3,41,31,107,29,84,22,56,11,20,22,9,2238,2221,2139,1886,1247,7,8,11,24,73,8,7,11,6,10,2,32.02,45,44.12,62,41.13,58,34.75,49,44.68,63,12.06,17,0,0,16.37,23,34.15,48,38.42,54,34.15,48,44.83,63,12.1,17,0,0,0,0,0,0,0,0,0,0,218393,202314,0.69,2,0.4,1,1.06,2,0,0,76,144,3,5,85,14,661,325
127,2.2,989,2.2,989,2.2,988,2.2,989,2.2,988,34,332,34,332,34,331,34,332,34,333,1596,1595,1594,1592,1588,39,38,37,35,33,27,91,26,87,27,88,0.22,1,0,0,0,0,0,0,0,0,0.22,1,0.22,1,0.67,3,0.67,3,0.89,4,0.22,1,1.11,5,0.67,3,0.89,4,0.6,2,0.9,3,1.5,5,1.8,6,107800,91600,0.81,8,0.61,6,0.51,5,0.2,2,1,6,22,5,97,4,806,83
128,3.8,1018,3.9,1042,3.9,1043,3.9,1044,3.9,1045,52,534,51,535,51,536,51,537,51,538,1101,1104,1103,1098,1097,58,57,56,54,52,49,261,49,262,49,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33,17,6.7,18,2.98,8,4.46,12,1.86,5,2.6,7,2.6,7,0.2,1,1.5,8,1.5,8,3,16,47632,66500,4.41,46,3.07,32,2.87,30,2.87,30,1,10,23,8,93,5,706,111
129,1.8,869,1.8,869,1.8,869,1.8,869,1.8,869,82,713,82,713,82,713,82,713,82,713,2590,2589,2587,2582,2579,32,31,30,28,26,5,39,5,36,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,28,5.98,29,4.33,21,5.98,29,4.53,22,5.36,26,4.33,21,0.1,1,0.1,1,0.4,3,0.1,1,342696,274506,0.12,1,0.12,1,0,0,0,0,0,0,92,7,99,0,1039,189
130,0.2,769,0.2,766,0.2,766,0.2,762,0.2,756,83,637,82,630,83,635,83,631,83,625,3357,3338,3302,3286,3284,29,28,27,26,24,18,111,18,115,18,114,1.6,58,1.08,39,0.17,6,0.17,6,0.06,2,0.17,6,0.03,1,0.69,25,0.44,16,0.61,22,0.5,18,0.44,16,0.44,16,0.53,19,0.3,2,0.5,4,0.9,7,1.1,8,379228,313902,0.26,2,0.26,2,0,0,0,0,0,0,92,5,87,7,1256,892
131,3,803,3,802,2.9,791,2.8,755,2.6,709,93,746,93,745,93,734,92,698,92,652,1635,1636,1631,1614,1594,24,23,22,21,20,15,112,14,102,12,84,0,0,0,0,0,0,8.89,24,13.7,37,7.78,21,5.19,14,2.22,6,0.74,2,2.59,7,3.33,9,1.11,3,0,0,4.81,13,0.9,7,1.6,13,2,15,1,7,137734,128110,0.25,2,0.38,3,0.4,3,0,0,0,0,80,8,89,6,1407,407
132,1.5,279,1.5,281,1.5,281,1.5,279,1.5,280,99,277,99,279,99,279,100,278,100,280,1246,1233,1222,1192,1180,65,64,63,61,59,39,110,30,85,42,117,1.06,2,0,0,0,0,0,0,0.53,1,0,0,0,0,10.6,20,5.3,10,5.3,10,4.77,9,5.3,10,4.77,9,4.24,8,0.5,1,0,0,0.9,2,0,0,208396,206812,0.71,2,0.36,1,1.08,3,0,0,0,0,49,18,100,0,877,315
133,4,627,3.9,627,4,626,4,627,4,626,39,245,39,245,39,244,39,245,39,244,2508,2481,2426,2367,2323,52,52,51,50,48,15,37,12,29,13,33,0.63,1,0.63,1,1.26,2,1.89,3,2.52,4,0.63,1,0,0,12.61,20,14.5,23,7.57,12,17.03,27,11.35,18,6.31,10,3.78,6,0,0,0,0,0.6,3,0.2,1,562263,320790,0,0,0.32,2,0.16,1,0,0,0,0,50,10,94,5,844,32
134,3.9,449,3.9,449,3.9,449,3.9,449,3.9,449,41,185,41,185,41,185,41,185,41,185,1600,1600,1593,1590,1590,36,35,34,32,30,26,48,25,46,23,42,24.23,28,0,0,0,0,0,0,0,0,0,0,0,0,1.73,2,1.73,2,3.46,4,4.33,5,1.73,2,0.87,1,0.87,1,1.1,2,1.6,3,2.7,5,2.7,5,,,0,0,0.45,2,0.67,3,0.22,1,0,0,44,16,100,0,1049,149
135,3.9,555,3.9,555,3.9,555,3.9,555,3.9,554,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,1,0,0,0,0,0,0,0,0,2.7,3,0,0,3.6,4,3.6,4,,,2.16,12,0.54,3,1.8,10,0.9,5,0,0,12,8,100,0,683,97
136,1.2,826,1.2,821,1.2,806,1.1,789,1.1,763,100,826,98,808,100,806,100,789,100,763,2154,2158,2139,2143,2139,16,15,14,12,11,20,158,18,142,14,113,0,0,1.16,8,2.03,14,2.32,16,1.74,12,1.6,11,2.32,16,0.73,5,1.31,9,1.02,7,0.73,5,0.44,3,1.02,7,1.45,10,1,8,1.4,11,2.2,17,0.7,5,172357,156796,0.12,1,0.12,1,0.38,3,0.13,1,0,0,92,10,100,0,1682,416
137,0.8,553,0.8,547,0.8,548,0.8,551,0.8,545,100,553,99,543,100,548,100,551,100,545,1584,1584,1582,1579,1572,22,21,20,18,17,36,197,34,187,33,184,0,0,0.14,1,0.82,6,0,0,0.14,1,0.69,5,0.41,3,0.29,2,0.14,1,0,0,0.14,1,0.41,3,0.69,5,0.27,2,0.9,5,3.5,19,3.1,17,1.5,8,107420,95688,0.55,3,0.73,4,0.73,4,0.37,2,0,0,38,15,81,9,1179,228
138,0.5,250,0.5,251,0.5,251,0.5,251,0.5,252,100,250,100,251,100,251,100,251,100,252,1142,1145,1139,1138,1139,56,55,54,52,50,44,110,42,106,46,116,0.39,2,0,0,0,0,0,0,0,0,0,0,0,0,0.79,4,0.79,4,0.59,3,1.57,8,0.59,3,0.59,3,0.98,5,0,0,0,0,1.7,4,0.4,1,52167,,2.79,7,5.58,14,3.59,9,0.79,2,0,0,48,21,100,0,1040,208
139,1,660,1,660,1,660,1,661,0.9,558,76,502,76,500,76,502,76,503,91,506,1287,1292,1293,1289,1290,27,26,25,24,22,33,166,33,165,33,164,0.78,5,0,0,0,0,0,0,0,0,0,0,0,0,0.31,2,1.25,8,0,0,0.31,2,0.63,4,0.16,1,1.1,7,1.8,9,1.8,9,1.4,7,1.6,8,60167,81500,1.36,9,0.76,5,0.76,5,0.36,2,0,0,43,12,92,7,916,332
140,1,1073,1,1075,1,1075,1,1075,1,994,92,987,92,987,92,990,92,990,100,994,1494,1496,1495,1487,1482,38,37,36,35,33,26,252,23,232,23,232,0,0,0.1,1,0,0,0.19,2,0,0,8.23,86,0,0,1.34,14,1.15,12,0.67,7,1.05,11,0.57,6,0.96,10,0.29,3,0.7,7,1.2,12,2.8,27,1.9,19,108109,96875,1.21,13,1.3,14,1.02,11,0.7,7,8,85,67,8,91,5,856,30
141,0.5,338,0.5,342,0.5,340,0.5,344,0.5,360,81,273,81,276,81,275,81,279,82,295,1124,1126,1127,1129,1129,55,55,54,52,51,55,151,51,139,57,159,0,0,0,0,0.15,1,0,0,0,0,0,0,0.15,1,0.29,2,0.29,2,0.15,1,0.44,3,0.44,3,0.73,5,0.59,4,0.8,2,1.2,3,1.2,3,2.3,6,44500,49583,2.34,8,1.76,6,4.94,17,2.78,10,0,0,20,12,95,8,877,115
142,2.9,1299,2.9,1299,2.9,1299,2.9,1299,2.9,1299,20,263,20,263,20,263,20,263,20,263,1227,1227,1227,1226,1226,43,42,41,39,37,42,110,40,104,41,107,0,0,1.13,5,0,0,0,0,0.23,1,0,0,0,0,2.26,10,0.91,4,1.81,8,0.91,4,0.91,4,1.13,5,0.68,3,0.2,1,1.4,8,1.2,7,2,12,85071,73955,0.69,9,1.85,24,1.08,14,0.54,7,0,0,36,8,89,8,865,30
143,2.1,620,2.1,618,2.1,621,2.1,620,2.1,618,57,351,57,350,57,353,57,352,57,350,3216,3172,3138,3136,3115,36,36,35,33,31,7,23,7,23,6,21,1.02,3,2.05,6,1.02,3,0.68,2,0,0,0.34,1,0.68,2,11.95,35,10.59,31,8.88,26,10.24,30,6.15,18,6.15,18,7.85,23,0,0,0.3,2,0,0,0.2,1,376697,378159,0,0,0,0,0.16,1,0.16,1,0,0,93,9,91,8,,
144,4,983,3.9,966,3.9,955,3.8,921,3.7,914,19,189,18,171,17,161,16,151,16,150,1573,1517,1365,1278,1252,28,29,30,30,28,36,61,39,62,34,52,0,0,2.04,5,6.5,16,6.5,16,1.63,4,1.22,3,20.33,50,3.26,8,2.44,6,1.22,3,2.04,5,0.41,1,0.41,1,0.41,1,1.2,2,3.1,5,1.3,2,2.7,4,218667,168917,,,,,,,,,0,0,30,6,90,5,809,42
145,1.2,646,1.2,646,1.2,646,1.2,646,1.2,646,61,393,56,361,61,393,61,393,61,393,1495,1547,1493,1486,1486,33,33,31,29,27,27,98,31,120,32,125,0,0,0.19,1,0,0,0,0,0,0,0,0,0,0,1.15,6,1.54,8,1.35,7,0.77,4,0.38,2,0.19,1,0.96,5,0.6,4,1.1,7,1.9,12,2.2,14,87143,88812,,,,,,,,,0,0,60,12,96,6,928,181
146,1.6,695,1.5,667,1.5,661,1.5,661,1.5,643,91,633,91,605,91,599,90,598,90,580,2002,2026,1996,1991,1976,28,28,27,25,24,22,134,19,116,20,118,0.23,1,0,0,5.99,26,0,0,0,0,4.15,18,0.69,3,1.15,5,1.15,5,1.84,8,1.15,5,0.92,4,1.38,6,1.84,8,0.5,3,2.2,14,1.1,7,1.4,9,125034,127203,0.45,3,0,0,0.61,4,0.16,1,0,0,73,11,90,1,1147,54
147,2.3,1029,2.4,1083,2.4,1069,2.3,1060,2.3,1043,53,542,47,513,47,499,46,490,45,473,1709,1699,1675,1691,1691,34,34,35,33,32,22,111,21,105,20,99,0,0,1.54,7,5.71,26,2.86,13,0.66,3,2.2,10,6.81,31,1.32,6,1.32,6,1.54,7,1.76,8,0.88,4,1.98,9,1.98,9,1.4,12,1.5,13,1.8,15,1.9,16,97960,82385,0.65,7,1.96,21,0.66,7,1.73,18,1,6,59,8,84,7,820,68
148,1.6,941,1.6,940,1.6,941,1.6,941,1.6,927,67,629,67,628,67,629,67,629,66,615,3075,3049,3045,3045,3030,24,23,22,20,19,8,48,7,42,6,40,3.69,22,3.02,18,0.34,2,0.17,1,0.17,1,0.84,5,2.01,12,2.68,16,3.35,20,2.85,17,2.85,17,2.18,13,4.19,25,1.51,9,0.2,1,0.3,2,0,0,0,0,390837,384062,0.11,1,0.11,1,0,0,0.11,1,0,0,69,3,97,2,1305,120
149,1.6,447,1.6,448,1.6,448,1.5,410,1.3,371,14,61,14,62,14,62,14,59,10,37,2492,2540,2510,2452,1990,23,23,23,23,34,19,12,23,14,27,16,0,0,0,0,0,0,0.36,1,18.84,52,10.14,28,2.17,6,0.36,1,0.36,1,2.53,7,0.36,1,2.53,7,0.72,2,0,0,0.2,1,0,0,1,4,3,11,236943,244956,0,0,0,0,0,0,0.27,1,0,0,75,18,98,7,1183,274
150,1.2,681,1.2,680,1.2,680,1.2,680,1.2,680,79,536,78,533,79,535,79,535,79,535,1551,1553,1551,1548,1545,25,24,23,21,19,23,123,22,115,21,111,0,0,0,0,0.18,1,0,0,0,0,0,0,0,0,0.72,4,0.72,4,0.9,5,1.07,6,0.18,1,0.36,2,0.36,2,0.6,3,2.6,14,2.6,14,3,16,103289,98250,1.47,10,1.03,7,0.59,4,0,0,0,0,65,9,90,6,1251,627
151,2.4,1283,2.1,1124,2.1,1124,2.1,1124,2.1,1094,72,919,81,908,81,908,81,909,80,879,2818,2808,2809,2810,2794,15,14,13,11,10,13,118,11,103,10,89,0,0,2.43,13,1.31,7,0.37,2,26.92,144,2.43,13,3.93,21,1.87,10,2.62,14,12.9,69,3.93,21,1.87,10,6.54,35,2.62,14,0.1,1,0.6,7,0.5,6,0.5,5,281775,277184,0,0,0,0,0,0,0,0,0,0,81,6,96,3,1912,412
152,0.5,294,0.5,294,0.5,295,0.5,294,0.5,300,100,294,99,290,100,295,100,294,100,300,1838,1838,1840,1838,1825,24,23,23,21,19,24,69,25,74,24,70,1.35,8,0.34,2,0.17,1,0,0,0.17,1,0,0,0.17,1,1.52,9,0.67,4,0.51,3,0.85,5,0,0,0.51,3,0.51,3,0.7,2,1,3,1.4,4,2,6,135706,130033,2.04,6,2.37,7,1.36,4,0.33,1,0,0,64,6,94,6,1129,56
153,1.5,1226,1.5,1225,1.5,1225,1.5,1225,1.5,1225,100,1226,100,1223,100,1225,100,1225,100,1225,2859,2863,2859,2853,2851,15,14,13,11,9,13,161,12,146,10,119,0,0,0.37,3,0,0,0.12,1,0,0,0,0,0,0,0.98,8,1.35,11,1.23,10,0.98,8,0.74,6,0.98,8,1.85,15,0.2,3,1.4,17,1.1,14,1.8,22,252616,237492,0.24,3,0.08,1,0.16,2,0,0,0,0,73,7,96,6,1775,118
154,1.6,1144,1.6,1143,1.6,1143,1.6,1144,1.6,1143,65,743,65,740,65,742,65,743,65,742,2285,2287,2286,2278,2280,19,18,17,15,13,16,119,15,113,14,105,0.14,1,0,0,0,0,0.14,1,0,0,0,0,0,0,1.23,9,0.55,4,0.96,7,0.82,6,0.82,6,1.23,9,0.96,7,0,0,1.3,10,1.4,11,1.8,14,184008,177145,0.26,3,0.44,5,0.35,4,0,0,0,0,52,5,96,1,1281,119
155,1.1,1399,0.8,1036,0.8,1001,0.8,989,0.8,966,66,919,82,849,81,815,81,803,81,780,1844,1830,1802,1792,1776,19,20,20,18,16,21,178,22,176,19,155,0.08,1,1.12,14,30.34,378,1.77,22,1.04,13,0.8,10,1.04,13,0.48,6,0.24,3,0.32,4,0.32,4,0.08,1,0.48,6,0.72,9,0.8,7,2.2,18,1.6,13,1.2,9,137170,132372,0.39,4,0.4,4,0.51,5,0.31,3,0,0,60,7,98,2,945,161
156,1.1,1260,1.1,1253,1.1,1207,1,1165,1,1101,98,1237,97,1221,98,1184,98,1142,98,1078,1906,1904,1889,1946,1928,16,15,15,13,12,30,370,28,336,24,270,0.45,5,2.6,29,1.61,18,3.49,39,4.39,49,2.6,29,26.68,298,0.54,6,1.43,16,0.45,5,0.45,5,0.72,8,0.36,4,0.54,6,1.8,22,3.6,43,2.8,33,2.8,31,118578,105798,0.72,9,0.75,9,0.52,6,0.45,5,0,0,75,10,92,4,1250,261
157,0.5,282,0.5,288,0.5,288,0.7,391,0.8,459,65,182,65,188,65,188,74,291,42,192,1125,1127,1126,921,1107,72,71,70,67,66,61,114,50,94,77,224,36.2,207,0.17,1,0,0,0,0,0,0,0,0,0.35,2,0.7,4,1.57,9,0.87,5,1.92,11,0.52,3,0.52,3,0.7,4,0,0,1.4,2,2,3,1.4,2,121542,,5.21,15,6.6,19,6.39,25,2.61,12,35,136,36,12,79,9,925,316
158,1.1,1309,1.1,1288,1.1,1288,1.1,1287,1,1266,100,1309,100,1288,100,1288,100,1287,100,1266,1379,1376,1373,1369,1358,26,26,25,23,21,33,421,32,406,29,373,0.08,1,1.22,15,1.15,14,0.08,1,0.08,1,0.98,12,1.15,14,0.41,5,1.14,14,0.9,11,1.23,15,0.33,4,0.49,6,0.74,9,1,13,2,26,2.1,27,2.7,34,79524,90460,1.09,14,1.09,14,0.7,9,0.47,6,0,0,80,7,98,1,1121,100
159,0.9,418,0.8,397,0.8,389,0.8,381,0.8,374,73,306,77,305,76,297,76,289,75,282,1085,1078,1076,1089,1075,45,44,45,44,45,58,177,51,150,56,161,1.02,5,1.02,5,4.91,24,1.02,5,1.64,8,1.64,8,0.41,2,2.05,10,1.84,9,0.82,4,2.46,12,0.82,4,0.82,4,1.02,5,0.4,1,1.5,4,2.3,6,1.6,4,72542,98295,4.79,19,5.14,20,3.67,14,3.48,13,21,80,33,14,90,10,809,253
160,1.4,1106,1.4,1106,1.4,1107,1.4,1106,1.4,1107,80,880,80,880,80,881,80,880,80,881,1318,1318,1317,1313,1306,39,38,37,35,33,32,282,31,271,30,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,8,2.06,16,1.55,12,1.8,14,0.9,7,0.64,5,1.42,11,0.8,7,2.3,20,1.3,11,1,9,84286,75500,2.53,28,2.53,28,1.45,16,0.63,7,0,0,48,9,94,3,861,124
161,3.9,1137,3.9,1134,3.9,1134,3.8,1129,3.9,1136,9,97,8,94,8,94,8,89,8,89,3987,3749,3588,3566,3505,29,30,33,33,31,11,10,16,15,12,11,7.14,21,4.42,13,0.68,2,4.42,13,0,0,0.34,1,0,0,1.7,5,4.08,12,2.72,8,0.34,1,0,0,0.68,2,0.34,1,0,0,0,0,0,0,0,0,555350,420800,2.12,24,1.15,13,1.24,14,0.44,5,0,0,14,9,92,7,906,66
162,1.9,696,1.9,696,1.9,696,1.9,700,1.9,701,100,696,100,696,100,696,100,700,100,701,1303,1303,1301,1289,1289,33,32,31,29,27,30,210,29,202,28,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,9,1.9,7,1.9,7,2.45,9,1.9,7,1.63,6,1.36,5,0.9,6,1.9,13,1.3,9,2.9,20,93341,94906,0.72,5,1.15,8,1.43,10,0.43,3,0,0,70,12,90,6,1087,79
163,3,522,3,528,3.1,544,3.1,540,3.1,539,45,233,42,219,42,231,42,227,42,226,1769,1621,1443,1320,1285,59,64,68,72,71,44,96,38,88,56,128,7.47,13,12.06,21,9.2,16,119.54,208,4.6,8,0.57,1,2.3,4,7.47,13,8.61,15,10.34,18,4.02,7,2.3,4,1.72,3,2.3,4,0,0,0,0,0.5,2,0.2,1,401895,203398,0.19,1,0.55,3,1.11,6,2.04,11,17,92,39,8,86,8,977,194
164,2.8,1763,2.8,1766,2.7,1744,2.8,1815,2.8,1823,27,477,27,480,28,480,27,481,26,481,1410,1408,1407,1406,1407,59,58,57,55,53,41,197,31,147,41,197,0,0,0.31,2,0,0,0.31,2,2.34,15,0,0,0,0,2.34,15,2.81,18,2.96,19,1.71,11,1.09,7,1.56,10,0.47,3,1.4,6,1.4,6,0.9,4,0.7,3,163312,116559,5.27,93,10.26,179,7.44,135,4.33,79,0,0,20,4,84,6,698,
165,5,909,5,911,5,911,5,911,5.1,914,28,252,28,254,28,254,28,254,28,257,1560,1559,1559,1559,1559,21,20,19,17,15,32,81,32,80,28,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,3,1.66,3,0.55,1,0,0,0,0,2.21,4,1.2,3,3.5,9,3.9,10,3.5,9,,89600,1.43,13,1.98,18,3.29,30,2.52,23,0,0,10,7,85,11,763,100
166,3.6,538,3.6,537,3.6,538,3.6,538,3.6,538,20,110,21,110,20,110,20,110,20,110,1728,1727,1727,1709,1719,38,37,36,34,32,22,24,20,22,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,3,0,0,2.64,4,0,0,0.66,1,0.66,1,0,0,1.2,4,3.3,11,3.9,13,2.4,8,77433,89233,0.37,2,0.74,4,1.12,6,0.93,5,0,0,49,16,76,16,814,154
167,2,360,2,359,2,361,2,361,2,361,28,100,28,99,28,101,28,101,28,101,1712,1729,1703,1699,1695,34,34,33,31,29,25,25,28,28,28,28,0,0,0.54,1,0.54,1,0,0,0,0,0,0,0,0,0.54,1,0.54,1,0.54,1,1.09,2,1.09,2,0.54,1,2.17,4,0,0,2,2,1,1,3,3,,,0.28,1,1.11,4,0.55,2,0.28,1,0,0,13,7,100,0,625,70
168,2.8,633,2.8,634,2.8,633,2.8,633,2.8,633,71,449,71,450,71,449,71,449,71,449,1277,1277,1278,1277,1274,46,45,44,42,40,29,129,26,118,26,115,0,0,0.44,1,0,0,0,0,0.44,1,0,0,0,0,3.94,9,3.07,7,3.07,7,1.75,4,1.75,4,0.44,1,0,0,1.4,9,0.8,5,2.5,16,1,6,77346,61444,1.58,10,1.58,10,2.37,15,0.95,6,1,5,55,11,89,5,862,128
169,3.8,938,3.5,857,3.2,791,3.2,781,3.1,764,45,426,50,426,54,426,55,426,56,426,2942,2935,2937,2936,2935,13,12,11,9,7,5,20,5,23,6,26,0,0,0,0,0,0,102.86,252,0,0,0,0,0,0,3.27,8,4.09,10,4.49,11,3.27,8,1.23,3,2.04,5,1.23,3,0.4,3,0.5,4,0.4,3,0.9,7,235447,231279,0.12,1,0,0,0,0,0,0,0,0,95,6,100,0,1109,297
170,1.3,631,1.3,631,1.3,632,1.3,630,1.3,630,71,448,71,448,71,449,71,447,71,447,2966,2967,2968,2962,2959,18,17,16,14,12,7,31,8,34,7,31,1.68,8,0.63,3,0,0,0,0,0.42,2,0,0,0,0,1.68,8,2.1,10,3.37,16,0.84,4,1.68,8,41.87,199,3.79,18,0,0,0,0,0.6,4,0.2,1,279825,315049,0,0,0,0,0,0,0,0,0,0,78,9,96,7,1143,51
171,1.8,507,1.5,442,1.4,398,1.4,403,1.4,403,37,186,42,186,47,186,46,186,46,186,2974,2974,2972,2972,2968,23,22,21,19,17,8,14,10,18,7,13,0,0,0,0,0,0,39.51,113,0,0,0.35,1,0,0,0.35,1,1.05,3,1.4,4,2.1,6,1.4,4,3.14,9,1.4,4,0,0,1.1,2,1.1,2,1.1,2,343433,314167,0,0,0.25,1,0,0,0.25,1,0,0,52,10,97,7,945,56
